Year,Country,Nationality,Quarter,Duration,Mode,Package,Gender,Age Group,Purpose,Visits (000),Nights (000),Spend (£m),Sample
2021,Irish Republic,Irish Republic,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,0.053913,1.293912,0.032401713,1
2021,Irish Republic,Irish Republic,Apr-Jun,15+ nights,Air,Independent,Male,45-54,Business,0.077023,1.617483,0.155201345,1
2021,Irish Republic,Irish Republic,Apr-Jun,15+ nights,Air,Independent,Male,35-44,VFR,0.053913,1.886955,0.041243445,1
2021,Irish Republic,Irish Republic,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,0.36572,17.491707,0.250980925,3
2021,Irish Republic,Irish Republic,Apr-Jun,15+ nights,Air,Independent,Male,16-24,Business,0.058588,1.054584,0.04189042,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Sea,Independent,Male,65+,VFR,1.907723,22.593742,1.533428175,3
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Sea,Independent,Male,55-64,Business,0.261971,2.881681,0.459497134,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Sea,Independent,Male,45-54,VFR,0.822876,9.051636,0.247685676,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Sea,Independent,Male,45-54,Business,0.822876,7.405884,0.866488428,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Sea,Independent,Male,35-44,Business,0.822876,8.22876,1.64986638,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Sea,Independent,Male,25-34,VFR,0.822876,7.405884,0.412260876,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Sea,Independent,Male,25-34,Business,0.404298,4.447278,0.202553298,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Non-Independent,Female,35-44,VFR,0.044012,0.44012,0.025350912,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Non-Independent,Female,16-24,Holiday,0.094797,1.137564,0.065883915,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Female,65+,VFR,0.329078,3.535719,0.07891877,4
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Female,55-64,VFR,0.235216,2.022147,0.129031265,2
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Female,45-54,Misc.,0.054194,0.758716,0.06313601,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Female,45-54,VFR,0.232717,2.149256,0.027866345,2
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Female,45-54,Business,0.077023,0.693207,0.054917399,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Female,35-44,Business,0.077023,0.77023,0.016559945,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Female,25-34,VFR,0.053913,0.431304,0.022373895,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Male,65+,VFR,0.248182,2.387023,0.25898313,3
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,Business,0.094797,0.94797,0.020381355,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,VFR,0.097925,1.37095,0.027435275,2
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Male,35-44,VFR,0.17182,1.89002,0.04363636,2
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Male,25-34,Misc.,0.054803,0.767242,0.066585645,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Male,25-34,VFR,0.294465,3.44293,0.317485875,3
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Male,16-24,VFR,0.077023,0.693207,0.031964545,1
2021,Irish Republic,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Unknown,Not Known,Misc.,0.077023,1.001299,0.128474364,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Sea,Non-Independent,Female,45-54,VFR,0.191,0.955,0.017381,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Sea,Independent,Female,65+,VFR,0.404298,2.830086,0.0606447,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Sea,Independent,Female,45-54,VFR,0.822876,4.11438,0.227113776,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Sea,Independent,Female,25-34,VFR,0.404298,2.830086,0.0808596,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Sea,Independent,Male,65+,VFR,0.404298,1.617192,0.202553298,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Sea,Independent,Male,55-64,VFR,0.822876,4.11438,0.1028595,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Sea,Independent,Male,45-54,VFR,0.822876,3.291504,0.13988892,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Sea,Independent,Male,45-54,Business,0.822876,4.11438,0.412260876,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Sea,Independent,Male,35-44,Business,0.404298,2.02149,0.466155594,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Non-Independent,Male,55-64,Business,0.140419,0.842514,0.225091657,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Non-Independent,Male,45-54,VFR,0.044012,0.22006,0.014347912,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Non-Independent,Male,35-44,Business,0.044735,0.313145,0.037890545,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Female,65+,Misc.,0.077023,0.462138,0.078178345,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Female,65+,VFR,0.793584,5.081103,0.248729134,5
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Female,55-64,VFR,1.980899,10.555157,0.745227299,8
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Female,45-54,VFR,0.226623,1.414541,0.035815235,3
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Female,35-44,Misc.,0.077023,0.385115,0.039666845,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Female,35-44,VFR,0.261454,1.045816,0.02103429,3
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Female,35-44,Business,0.077023,0.385115,0.155201345,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Female,25-34,VFR,0.700152,4.114747,0.354235565,5
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Female,25-34,Business,0.077023,0.539161,0.118153282,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Female,16-24,VFR,0.140419,0.982933,0.044231985,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Male,65+,VFR,0.077023,0.462138,0.00308092,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Male,55-64,VFR,0.262308,1.451959,0.061422424,2
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Male,55-64,Business,0.138809,0.650033,0.108305135,2
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Male,45-54,VFR,0.077023,0.539161,0.039666845,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Male,45-54,Business,0.226623,1.260495,0.158136924,3
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Male,35-44,Study,0.077023,0.539161,0.039666845,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Male,35-44,VFR,0.254937,1.452599,0.359652055,2
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Male,35-44,Business,0.182821,1.191723,0.209896178,3
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Male,25-34,VFR,0.054803,0.383621,0.009042495,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Male,25-34,Business,0.023157,0.162099,0.016557255,1
2021,Irish Republic,Irish Republic,Apr-Jun,4-7 nights,Air,Independent,Male,16-24,VFR,0.109606,0.493227,0.01918105,2
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Sea,Independent,Female,45-54,Business,0.822876,0.822876,0.371117076,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Sea,Independent,Female,35-44,VFR,0.822876,1.645752,0.1234314,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Sea,Independent,Male,45-54,VFR,0.822876,2.468628,0.309401376,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Non-Independent,Male,35-44,Business,0.077023,0.077023,0.016020784,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Non-Independent,Male,16-24,Business,0.058588,0.117176,0.0336881,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Female,65+,VFR,0.053913,0.161739,0.016982595,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Female,55-64,Misc.,0.077023,0.154046,0.078178345,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Female,55-64,VFR,0.177183,0.364434,0.019737345,3
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Female,45-54,Misc.,0.077023,0.231069,0.035815695,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Female,45-54,VFR,0.257595,0.491947,0.049286711,3
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Female,45-54,Business,0.088021,0.176042,0.026846405,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Female,35-44,Misc.,0.118524,0.118524,0.0148155,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Female,35-44,VFR,0.058588,0.117176,0.00380822,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Female,25-34,Misc.,0.077023,0.077023,0.016559945,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Female,25-34,VFR,0.272955,0.604498,0.032362936,4
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Female,16-24,VFR,0.208849,0.494721,0.038388258,3
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,65+,Misc.,0.043457,0.043457,0.00608398,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,55-64,Misc.,0.042109,0.042109,0.00800071,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,55-64,VFR,0.177914,0.355828,0.01156441,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,55-64,Business,0.077023,0.154046,0.078178345,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,45-54,Misc.,0.077023,0.154046,0.023260946,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,45-54,VFR,0.094797,0.284391,0.015641505,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,45-54,Business,0.377681,0.755362,0.429145715,6
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,Misc.,0.077023,0.077023,0.078178345,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,VFR,0.305121,0.714762,0.156852915,3
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,Business,0.259841,0.684726,0.300054215,3
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,25-34,Business,0.077023,0.154046,0.039666845,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,25-34,Holiday,0.144904,0.434712,0.08911596,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,16-24,Misc.,0.271153,0.33424,0.025578157,2
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,16-24,VFR,0.077023,0.231069,0.016559945,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,16-24,Business,0.200601,0.200601,0.035105175,1
2021,Irish Republic,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Unknown,Not Known,VFR,0.047538,0.095076,0.007748694,1
2021,Irish Republic,Irish Republic,Apr-Jun,Nil nights,Sea,Independent,Male,45-54,Holiday,0.822876,0,0.03291504,1
2021,Irish Republic,Irish Republic,Apr-Jun,Nil nights,Sea,Independent,Male,25-34,Business,0.822876,0,0.0822876,1
2021,Irish Republic,Irish Republic,Apr-Jun,Nil nights,Air,Independent,Unknown,Not Known,Misc.,0.077023,0,0.006778024,1
2021,Irish Republic,Irish Republic,Apr-Jun,Nil nights,Air,Independent,Female,35-44,Misc.,0.077023,0,0.012708795,1
2021,Irish Republic,Irish Republic,Apr-Jun,Nil nights,Air,Independent,Male,55-64,Misc.,0.077023,0,0.012708795,1
2021,Irish Republic,Irish Republic,Apr-Jun,Nil nights,Air,Independent,Male,45-54,VFR,0.077023,0,0.008857645,1
2021,Irish Republic,Irish Republic,Apr-Jun,Nil nights,Air,Independent,Male,16-24,VFR,0.077023,0,0.016559945,1
2021,Irish Republic,Sweden,Apr-Jun,Not Known,Air,Independent,Male,25-34,Transit,0,0,0.000462138,2
2021,Irish Republic,Spain,Apr-Jun,Not Known,Air,Independent,Male,35-44,Transit,0,0,0.00308092,1
2021,Irish Republic,Denmark,Apr-Jun,15+ nights,Air,Independent,Male,Not Known,Business,0.077023,1.617483,0.005006495,1
2021,Irish Republic,Netherlands,Apr-Jun,Not Known,Air,Independent,Male,35-44,Transit,0,0,0,1
2021,Irish Republic,Italy,Apr-Jun,15+ nights,Air,Independent,Female,25-34,VFR,0.500667,10.514007,0.157710105,1
2021,Irish Republic,Italy,Apr-Jun,15+ nights,Air,Independent,Female,16-24,VFR,0.115241,8.988798,0.106943648,1
2021,Irish Republic,Germany,Apr-Jun,Nil nights,Sea,Independent,Female,55-64,VFR,0.191,0,0,1
2021,Irish Republic,France,Apr-Jun,8-14 nights,Air,Independent,Female,45-54,VFR,0.077023,1.001299,0.031964545,1
2021,Irish Republic,France,Apr-Jun,1-3 nights,Air,Independent,Female,25-34,Misc.,0.053913,0.053913,0.006199995,1
2021,Irish Republic,France,Apr-Jun,1-3 nights,Air,Independent,Female,25-34,Business,0.094797,0.189594,0.096218955,1
2021,Irish Republic,Belgium,Apr-Jun,Not Known,Air,Independent,Male,25-34,Transit,0,0,0,1
2021,Irish Republic,UK,Apr-Jun,15+ nights,Sea,Non-Independent,Male,55-64,VFR,0.037867,0.795207,0.189789404,1
2021,Irish Republic,UK,Apr-Jun,15+ nights,Air,Independent,Female,45-54,VFR,0.077023,6.315886,0.078178345,1
2021,Irish Republic,UK,Apr-Jun,15+ nights,Air,Independent,Female,45-54,Business,0.077023,1.617483,0.193712845,1
2021,Irish Republic,UK,Apr-Jun,15+ nights,Air,Independent,Female,35-44,VFR,0.053913,7.709559,0.022373895,1
2021,Irish Republic,UK,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,0.058588,7.03056,0.17664282,1
2021,Irish Republic,UK,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,0.180477,10.281827,0.159131413,2
2021,Irish Republic,UK,Apr-Jun,8-14 nights,Sea,Independent,Female,65+,Holiday,0.404298,4.447278,0.506585394,1
2021,Irish Republic,UK,Apr-Jun,8-14 nights,Air,Independent,Female,45-54,VFR,0.390122,4.892926,0.115720336,3
2021,Irish Republic,UK,Apr-Jun,8-14 nights,Air,Independent,Female,35-44,Misc.,0.077023,0.693207,0.116689845,1
2021,Irish Republic,UK,Apr-Jun,8-14 nights,Air,Independent,Female,25-34,VFR,0.044012,0.396108,0.19431298,1
2021,Irish Republic,UK,Apr-Jun,8-14 nights,Air,Independent,Female,25-34,Business,0.103323,1.167435,0.040483495,2
2021,Irish Republic,UK,Apr-Jun,8-14 nights,Air,Independent,Female,16-24,VFR,0.088021,1.232294,0.027726615,1
2021,Irish Republic,UK,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,Business,0.044012,0.616168,0.11069018,1
2021,Irish Republic,UK,Apr-Jun,8-14 nights,Air,Independent,Male,25-34,Business,0.058588,0.58588,0.03017282,1
2021,Irish Republic,UK,Apr-Jun,4-7 nights,Sea,Independent,Female,55-64,Misc.,0.822876,3.291504,0.0822876,1
2021,Irish Republic,UK,Apr-Jun,4-7 nights,Sea,Independent,Female,45-54,Misc.,0.261971,1.309855,0,1
2021,Irish Republic,UK,Apr-Jun,4-7 nights,Sea,Independent,Male,65+,VFR,0.808596,4.851576,0.323842698,2
2021,Irish Republic,UK,Apr-Jun,4-7 nights,Sea,Independent,Male,45-54,VFR,1.227174,4.908696,1.357048326,2
2021,Irish Republic,UK,Apr-Jun,4-7 nights,Air,Independent,Female,65+,VFR,0.023157,0.162099,0.002663055,1
2021,Irish Republic,UK,Apr-Jun,4-7 nights,Air,Independent,Female,55-64,Misc.,0.044012,0.22006,0.00066018,1
2021,Irish Republic,UK,Apr-Jun,4-7 nights,Air,Independent,Female,55-64,VFR,0.43493,2.559518,0.1281796,4
2021,Irish Republic,UK,Apr-Jun,4-7 nights,Air,Independent,Female,45-54,VFR,0.55417,3.483712,0.287536636,4
2021,Irish Republic,UK,Apr-Jun,4-7 nights,Air,Independent,Male,55-64,VFR,0.044735,0.313145,0.023038525,1
2021,Irish Republic,UK,Apr-Jun,4-7 nights,Air,Independent,Male,55-64,Business,0.088021,0.352084,0.012675024,1
2021,Irish Republic,UK,Apr-Jun,4-7 nights,Air,Independent,Male,45-54,VFR,0.159323,0.8263,0.037996195,3
2021,Irish Republic,UK,Apr-Jun,4-7 nights,Air,Independent,Male,35-44,VFR,0.044012,0.22006,0.02706738,1
2021,Irish Republic,UK,Apr-Jun,4-7 nights,Air,Independent,Male,25-34,VFR,0.154046,1.001299,0.053608008,2
2021,Irish Republic,UK,Apr-Jun,1-3 nights,Sea,Independent,Female,55-64,VFR,0.404298,0.808596,0.202553298,1
2021,Irish Republic,UK,Apr-Jun,1-3 nights,Sea,Independent,Female,25-34,VFR,0.822876,2.468628,0.1440033,1
2021,Irish Republic,UK,Apr-Jun,1-3 nights,Air,Independent,Female,35-44,VFR,0.077023,0.231069,0.001155345,1
2021,Irish Republic,UK,Apr-Jun,1-3 nights,Air,Independent,Female,25-34,VFR,0.058588,0.175764,0.00087882,1
2021,Irish Republic,UK,Apr-Jun,1-3 nights,Air,Independent,Male,55-64,VFR,0.044012,0.132036,0.01826498,1
2021,Irish Republic,UK,Apr-Jun,1-3 nights,Air,Independent,Male,55-64,Business,0.088021,0.264063,0.010122415,1
2021,Irish Republic,UK,Apr-Jun,1-3 nights,Air,Independent,Male,45-54,VFR,0.103323,0.309969,0.012733595,2
2021,Irish Republic,UK,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,VFR,0.140419,0.421257,0.016148185,1
2021,Irish Republic,UK,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,Business,0.077023,0.231069,0.020411095,1
2021,Irish Republic,UK,Apr-Jun,1-3 nights,Air,Independent,Male,25-34,VFR,0.135611,0.289657,0.038702165,2
2021,Irish Republic,UK,Apr-Jun,Nil nights,Air,Independent,Male,35-44,Misc.,0.077023,0,0.024262245,1
2021,Finland,USA,Apr-Jun,Not Known,Air,Independent,Female,55-64,Transit,0,0,0.008407674,1
2021,Finland,Finland,Apr-Jun,15+ nights,Tunnel,Independent,Male,25-34,Business,0.076154,2.28462,0.390593866,1
2021,Finland,Finland,Apr-Jun,15+ nights,Air,Independent,Female,65+,VFR,0.073009,1.606198,0.110608635,1
2021,Finland,Finland,Apr-Jun,15+ nights,Air,Independent,Female,25-34,Study,0.080705,10.33024,0.081915575,1
2021,Finland,Finland,Apr-Jun,15+ nights,Air,Independent,Female,16-24,Study,0.073009,20.369511,0.366140135,1
2021,Finland,Finland,Apr-Jun,15+ nights,Air,Independent,Female,16-24,VFR,0.287254,43.091061,0.84866251,3
2021,Finland,Finland,Apr-Jun,15+ nights,Air,Independent,Male,35-44,Business,0.089858,6.200202,0.06424847,1
2021,Finland,Finland,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,0.073009,1.533189,0.019347385,1
2021,Finland,Finland,Apr-Jun,15+ nights,Air,Independent,Male,16-24,VFR,0.073009,14.6018,0.026210231,1
2021,Finland,Finland,Apr-Jun,8-14 nights,Air,Independent,Female,16-24,VFR,0.073009,0.803099,0.022997835,1
2021,Finland,Finland,Apr-Jun,4-7 nights,Air,Independent,Male,55-64,VFR,0.073009,0.292036,0.09053116,1
2021,Finland,Finland,Apr-Jun,1-3 nights,Air,Independent,Male,45-54,Business,0.073009,0.219027,0.077754585,1
2021,Finland,France,Apr-Jun,15+ nights,Air,Independent,Female,16-24,Study,0.080705,20.256955,0.041563075,1
2021,Finland,UK,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,0.073009,1.752216,0.074104135,1
2021,Sweden,Pakistan,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,0.048965,0.88137,0.039906475,1
2021,Sweden,Australia,Apr-Jun,15+ nights,Air,Independent,Female,35-44,Misc.,0.089858,1.887018,0.13613487,1
2021,Sweden,Latvia,Apr-Jun,Nil nights,Air,Independent,Female,35-44,VFR,0.089858,0,0.002426166,1
2021,Sweden,Iceland,Apr-Jun,Not Known,Air,Independent,Male,16-24,Transit,0,0,0.006675169,1
2021,Sweden,Irish Republic,Apr-Jun,1-3 nights,Air,Independent,Male,25-34,Misc.,0.079198,0.079198,0.00593985,1
2021,Sweden,Sweden,Apr-Jun,Not Known,Air,Independent,Female,35-44,Transit,0,0,0,1
2021,Sweden,Sweden,Apr-Jun,Not Known,Air,Independent,Female,16-24,Transit,0,0,0.004208019,2
2021,Sweden,Sweden,Apr-Jun,Not Known,Air,Independent,Male,65+,Transit,0,0,0.001986204,1
2021,Sweden,Sweden,Apr-Jun,Not Known,Air,Independent,Male,16-24,Transit,0,0,0.002165335,1
2021,Sweden,Sweden,Apr-Jun,15+ nights,Air,Non-Independent,Male,45-54,Business,0.139048,3.161895,0.381115631,2
2021,Sweden,Sweden,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.062195,3.047555,0.019591425,1
2021,Sweden,Sweden,Apr-Jun,15+ nights,Air,Independent,Female,16-24,Study,0.073009,12.557548,0.279770488,1
2021,Sweden,Sweden,Apr-Jun,15+ nights,Air,Independent,Male,65+,VFR,0.11245,2.249,0.17036175,1
2021,Sweden,Sweden,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,0.131373,2.758833,0.054519795,1
2021,Sweden,Sweden,Apr-Jun,15+ nights,Air,Independent,Male,45-54,Business,0.073009,1.46018,0.293131135,1
2021,Sweden,Sweden,Apr-Jun,15+ nights,Air,Independent,Male,35-44,VFR,0.073009,1.533189,0.037599635,1
2021,Sweden,Sweden,Apr-Jun,15+ nights,Air,Independent,Male,25-34,Business,0.062195,1.679265,0.228069065,1
2021,Sweden,Sweden,Apr-Jun,15+ nights,Air,Independent,Male,25-34,Holiday,0.042951,0.687216,0.004939365,1
2021,Sweden,Sweden,Apr-Jun,15+ nights,Air,Independent,Male,16-24,VFR,0.146018,2.628324,0.12995602,2
2021,Sweden,Sweden,Apr-Jun,8-14 nights,Air,Independent,Female,65+,VFR,0.073009,1.022126,0.002044252,1
2021,Sweden,Sweden,Apr-Jun,8-14 nights,Air,Independent,Female,55-64,VFR,0.073009,0.73009,0.037599635,1
2021,Sweden,Sweden,Apr-Jun,8-14 nights,Air,Independent,Female,45-54,VFR,0.162867,1.915093,0.087768714,2
2021,Sweden,Sweden,Apr-Jun,8-14 nights,Air,Independent,Female,35-44,VFR,0.073009,0.73009,0.015696935,1
2021,Sweden,Sweden,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,VFR,0.197396,2.076716,0.025458755,2
2021,Sweden,Sweden,Apr-Jun,8-14 nights,Air,Independent,Male,35-44,Study,0.073009,1.022126,0.020588538,1
2021,Sweden,Sweden,Apr-Jun,8-14 nights,Air,Independent,Male,35-44,VFR,0.042951,0.601314,0.046730688,1
2021,Sweden,Sweden,Apr-Jun,8-14 nights,Air,Independent,Male,25-34,VFR,0.042951,0.601314,0.043595265,1
2021,Sweden,Sweden,Apr-Jun,8-14 nights,Air,Independent,Male,25-34,Business,0.124387,1.368257,0.088936705,1
2021,Sweden,Sweden,Apr-Jun,8-14 nights,Air,Independent,Male,16-24,Misc.,0.042951,0.472461,0.000644265,1
2021,Sweden,Sweden,Apr-Jun,8-14 nights,Air,Independent,Male,16-24,Study,0.073009,0.949117,0.366140135,1
2021,Sweden,Sweden,Apr-Jun,8-14 nights,Air,Independent,Male,0-15,VFR,0.131373,1.839222,0.072912015,1
2021,Sweden,Sweden,Apr-Jun,4-7 nights,Air,Independent,Female,25-34,VFR,0.073009,0.438054,0.004745585,1
2021,Sweden,Sweden,Apr-Jun,4-7 nights,Air,Independent,Female,16-24,VFR,0.252725,1.499501,0.036589045,3
2021,Sweden,Sweden,Apr-Jun,4-7 nights,Air,Independent,Male,65+,Business,0.062195,0.37317,0.249712925,1
2021,Sweden,Sweden,Apr-Jun,4-7 nights,Air,Independent,Male,55-64,Business,0.073009,0.511063,0.030298735,1
2021,Sweden,Sweden,Apr-Jun,4-7 nights,Air,Independent,Male,45-54,Business,0.240848,1.685936,0.0180636,2
2021,Sweden,Sweden,Apr-Jun,4-7 nights,Air,Independent,Male,35-44,VFR,0.042951,0.300657,0.013529565,1
2021,Sweden,Sweden,Apr-Jun,4-7 nights,Air,Independent,Male,25-34,VFR,0.20756,1.45292,0.02006005,2
2021,Sweden,Sweden,Apr-Jun,4-7 nights,Air,Independent,Male,16-24,VFR,0.073009,0.365045,0.015696935,1
2021,Sweden,Sweden,Apr-Jun,1-3 nights,Air,Non-Independent,Male,45-54,Business,0.062195,0.062195,0.015237775,1
2021,Sweden,Sweden,Apr-Jun,1-3 nights,Air,Independent,Female,25-34,Business,0.073009,0.219027,0.001095135,1
2021,Sweden,Sweden,Apr-Jun,1-3 nights,Air,Independent,Male,45-54,Business,0.073009,0.219027,0.012046485,1
2021,Sweden,Sweden,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,Business,0.073009,0.219027,0.033949185,1
2021,Sweden,Sweden,Apr-Jun,Nil nights,Air,Independent,Male,35-44,Business,0.062195,0,0.005286575,1
2021,Sweden,Greece,Apr-Jun,4-7 nights,Air,Non-Independent,Female,25-34,VFR,0.120424,0.60212,0.035404656,1
2021,Sweden,Denmark,Apr-Jun,1-3 nights,Air,Non-Independent,Male,35-44,Misc.,0.073009,0.073009,0.025188105,1
2021,Sweden,Germany,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,Misc.,0.073009,0.073009,0.004745585,1
2021,Sweden,Belgium,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,Business,0.073009,0.146018,0.066803235,1
2021,Sweden,UK,Apr-Jun,15+ nights,Air,Independent,Female,35-44,VFR,0.042951,0.901971,0.006356748,1
2021,Sweden,UK,Apr-Jun,15+ nights,Air,Independent,Male,35-44,Business,0.073009,1.095135,0.088705935,1
